"country_code","region_name","iata","icao","airport","latitude","longitude"
"AE","Ash Shariqah","SHJ","OMSJ","Sharjah International Airport","25.32859993","55.51720047"
"AE","Abu Zaby","AZI","OMAD","Al Bateen Executive Airport","24.42830086","54.45809937"
"AE","Al Fujayrah","FJR","OMFJ","Fujairah International Airport","25.11219978","56.32400131"
"AE","Abu Zaby","XSB","OMBY","Sir Bani Yas Airport","24.283611","52.580278"
"AE","Ra's al Khaymah","RKT","OMRK","Ras Al Khaimah International Airport","25.6135006","55.93880081"
"AE","Dubayy","DWC","OMDW","Al Maktoum International Airport","24.896356","55.161389"
"AE","Abu Zaby","DHF","OMAM","Al Dhafra Air Base","24.24819946","54.54769897"
"AE","Abu Zaby","ZDY","OMDL","Dalma Airport","24.51","52.3352"
"AE","Dubayy","DCG","","Dubai Creek Seaplane Base","25.24222222","55.33138889"
"AE","Abu Zaby","AYM","","Yas Island Seaplane Base","24.467","54.6103"
"AE","Dubayy","DJH","","Jebel Ali Seaplane Base","24.988967","55.023796"
"AE","Ra's al Khaymah","RHR","","Al Hamra Seaplane Base","25.691","55.778"
"AE","Dubayy","DXB","OMDB","Dubai International Airport","25.25279999","55.36439896"
"AE","Abu Zaby","AAN","OMAL","Al Ain International Airport","24.26169968","55.60919952"
"AE","Dubayy","NHD","OMDM","Al Minhad Air Base","25.02680016","55.36619949"
"AE","Abu Zaby","AUH","OMAA","Abu Dhabi International Airport","24.43300056","54.65110016"
"AF","Farah","FAH","OAFR","Farah Airport","32.36700058","62.18299866"
"AF","Faryab","MMZ","OAMN","Maymana Airport","35.93080139","64.7609024"
"AF","Khost","OLR","OASL","Forward Operating Base Salerno","33.3638","69.9561"
"AF","Badakhshan","KWH","OAHN","Khwahan Airport","37.88299942","70.21700287"
"AF","Ghazni","SBF","OADS","Sardeh Band Airport","33.3207016","68.6364975"
"AF","Kabul","KBL","OAKB","Hamid Karzai International Airport","34.565899","69.212303"
"AF","Badghis","LQN","OAQN","Qala i Naw Airport","34.98500061","63.11780167"
"AF","Badakhshan","FBD","OAFZ","Fayzabad Airport","37.121101","70.518097"
"AF","Khost","KHT","OAKS","Khost Airfield","33.333401","69.952003"
"AF","Badakhshan","SGA","OASN","Sheghnan Airport","37.56700134","71.5"
"AF","Herat","HEA","OAHR","Herat International Airport","34.20999908","62.22829819"
"AF","Ghazni","GZI","OAGN","Ghazni Airport","33.53120041","68.41290283"
"AF","Bamyan","BIN","OABN","Bamyan Airport","34.81700134","67.81700134"
"AF","Kandahar","KDH","OAKN","Kandahar International Airport","31.50580025","65.84780121"
"AF","Helmand","DWR","OADY","Dwyer Airport","31","64"
"AF","Kabul","GRG","OAGZ","Gardez Airport","33.63150024","69.23940277"
"AF","Kunduz","UND","OAUZ","Kunduz Airport","36.6651001","68.91079712"
"AF","Helmand","BST","OABT","Bost Airport","31.55970001","64.36499786"
"AF","Kandahar","URZ","OARG","Uruzgan Airport","32.90299988","66.63089752"
"AF","Kandahar","TII","OATN","Tarinkot Airport","32.60419846","65.86579895"
"AF","Paktika","URN","OAOG","Urgun Airport","32.93180084","69.15630341"
"AF","Herat","ZAJ","OAZJ","Zaranj Airport","30.972222","61.865833"
"AF","Helmand","OAZ","OAZI","Camp Bastion Air Base","31.86380005","64.22460175"
"AF","Balkh","MZR","OAMS","Mazar-e Sharif International Airport","36.70690155","67.20970154"
"AF","Badakhshan","KUR","OARZ","Razer Airport","37.75199","-89.015407"
"AF","Takhar","TQN","OATQ","Taloqan Airport","36.77069855","69.53199768"
"AF","Ghor","CCN","OACC","Chaghcharan Airport","34.526465","65.27102"
"AF","Badakhshan","DAZ","OADZ","Darwaz Airport","38.46110153","70.88249969"
"AF","Nangarhar","JAA","OAJL","Jalalabad Airport","34.39979935","70.49859619"
"AF","Kabul","OAA","OASH","Forward Operating Base Shank","33.9225","69.07722222"
"AF","Herat","OAH","OASD","Shindand Air Base","33.3913002","62.26100159"
"AF","Parwan","OAI","OAIX","Bagram Airfield","34.94609833","69.26499939"
"AF","Paktika","OAS","OASA","Sharana Airstrip / Forward Operating Base Sharana","33.12575","68.838517"
"AG","Barbuda","BBQ","TAPH","Barbuda Codrington Airport","17.635799","-61.828602"
"AG","Saint George","ANU","TAPA","V. C. Bird International Airport","17.1367","-61.792702"
"AI","Anguilla","AXA","TQPF","Clayton J. Lloyd International Airport","18.2048","-63.055099"
"AM","Sirak","LWN","UDSG","Shirak Airport","40.75040054","43.85929871"
"AM","Erevan","EVN","UDYZ","Zvartnots International Airport","40.14730072","44.39590073"
"AO","Moxico","LUO","FNUE","Luena Airport","-11.76809978","19.89769936"
"AO","Cunene","VPE","FNGI","Ondjiva Pereira Airport","-17.0435009","15.68379974"
"AO","Uige","UGO","FNUG","Uige Airport","-7.603069782","15.02779961"
"AO","Malange","KNP","FNCP","Kapanda Airport","-9.769370079","15.4553194"
"AO","Bie","SVP","FNKU","Kuito Airport","-12.40460014","16.94739914"
"AO","Zaire","ARZ","FNZE","N'zeto Airport","-7.259439945","12.86310005"
"AO","Kuando Kubango","CTI","FNCV","Cuito Cuanavale Airport","-15.16030025","19.15609932"
"AO","Namibe","MSZ","FNMO","Namibe Airport (Yuri Gagarin Airport)","-15.26119995","12.14680004"
"AO","Zaire","SZA","FNSO","Soyo Airport","-6.141089916","12.37180042"
"AO","Huila","SDD","FNUB","Lubango Mukanka Airport","-14.92469978","13.57499981"
"AO","Kwanza Sul","PBN","FNPA","Porto Amboim Airport","-10.72200012","13.76550007"
"AO","Moxico","CAV","FNCZ","Cazombo Airport","-11.89309978","22.91640091"
"AO","Malange","MEG","FNMA","Malanje Airport","-9.525090218","16.31240082"
"AO","Moxico","GGC","","Lumbala N'guimbo Airport","-12.63987732","22.5868206"
"AO","Bengo","AZZ","FNAM","Ambriz Airport","-7.86221981","13.11610031"
"AO","Lunda Norte","LZM","FNLZ","Cuango-Luzamba Airport","-9.115960121","18.04929924"
"AO","Lunda Sul","VHC","FNSA","Henrique de Carvalho Airport","-9.689069748","20.43190002"
"AO","Lunda Norte","PGI","FNCH","Chitato Airport","-7.358890057","20.80470085"
"AO","Kuando Kubango","DRC","","Dirico Airport","-17.98192406","20.76806068"
"AO","Bie","ANL","","Andulo Airport","-11.47229958","16.71089935"
"AO","Lunda Norte","DUE","FNDU","Dundo Airport","-7.400889874","20.81850052"
"AO","Benguela","LLT","FNLB","Lobito Airport","-12.375729","13.561045"
"AO","Benguela","CBT","FNCT","Catumbela Airport","-12.4792","13.4869"
"AO","Benguela","NDD","FNSU","Sumbe Airport","-11.16790009","13.84749985"
"AO","Kwanza Sul","CEO","FNWK","Waco Kungo Airport","-11.42640018","15.10140038"
"AO","Malange","NDF","","N'dalatando Airport","-9.275188446","14.97724247"
"AO","Huila","JMB","","Jamba Airport","-14.6981926","16.07014847"
"AO","Huambo","NOV","FNHU","Albano Machado Airport","-12.80889988","15.76049995"
"AO","Benguela","BUG","FNBG","Benguela Airport (Gen. V. Deslandes Airport)","-12.60900021","13.40369987"
"AO","Lunda Norte","LBZ","FNLK","Lucapa Airport","-8.445727348","20.73208618"
"AO","Bengo","LAD","FNLU","Quatro de Fevereiro Airport","-8.85837","13.2312"
"AO","Lunda Norte","NZA","FNZG","Nzagi Airport","-7.716939926","21.35820007"
"AO","Cunene","XGN","FNXA","Xangongo Airport","-16.7553997","14.96529961"
"AO","Lunda Norte","CFF","FNCF","Cafunfo Airport","-8.783610344","17.98970032"
"AO","Cabinda","CAB","FNCA","Cabinda Airport","-5.596990108","12.18840027"
"AO","Moxico","UAL","FNUA","Luau Airport","-10.71580029","22.23110008"
"AO","Kuando Kubango","SPP","FNME","Menongue Airport","-14.6576004","17.71980095"
"AO","Uige","GXG","FNNG","Negage Airport","-7.754509926","15.2876997"
"AO","Zaire","SSY","FNBC","Mbanza Congo Airport","-6.269899845","14.24699974"
"AO","Moxico","CNZ","","Cangamba Airport","-13.7106","19.861099"
"AQ","Antarctica","TNM","SCRM","Teniente R. Marsh Airport","-62.19079971","-58.98669815"
"AR","Buenos Aires","EPA","SADP","El Palomar Airport","-34.6099","-58.6126"
"AR","San Luis","RLO","SAOS","Valle del Conlara Airport","-32.38470078","-65.18650055"
"AR","Entre Rios","COC","SAAC","Comodoro Pierrestegui Airport","-31.2969","-57.9966"
"AR","Santa Fe","ROS","SAAR","Rosario - Islas Malvinas International Airport","-32.9036","-60.785"
"AR","Chubut","ROY","SAWM","Rio Mayo Airport","-45.70389938","-70.24559784"
"AR","La Pampa","RSA","SAZR","Santa Rosa Airport","-36.588299","-64.275703"
"AR","Santa Cruz","RYO","SAWT","Rio Turbio Airport","-51.605","-72.2203"
"AR","Santa Cruz","RZA","SAWU","Santa Cruz Airport","-50.0165","-68.5792"
"AR","Buenos Aires","AEP","SABE","Jorge Newbery Airpark","-34.5592","-58.4156"
"AR","La Pampa","GPO","SAZG","General Pico Airport","-35.69620132","-63.75830078"
"AR","Corrientes","CNQ","SARC","Doctor Fernando Piragine Niveyro International Airport","-27.4455","-58.7619"
"AR","Misiones","ELO","SATD","Eldorado Airport","-26.39749908","-54.5746994"
"AR","Santiago del Estero","SDE","SANE","Vicecomodoro Angel de la Paz Aragones Airport","-27.76555634","-64.30999756"
"AR","Mendoza","AFA","SAMR","San Rafael Airport","-34.588299","-68.4039"
"AR","Neuquen","HOS","SAHC","Chos Malal Airport","-37.44469833","-70.22250366"
"AR","Neuquen","APZ","SAHZ","Zapala Airport","-38.975498","-70.113602"
"AR","Santa Fe","SFN","SAAV","Sauce Viejo Airport","-31.7117","-60.8117"
"AR","Cordoba","COR","SACO","Ingeniero Aeronautico Ambrosio L.V. Taravella International Airport (Pajas Blancas)","-31.323601","-64.208"
"AR","Rio Negro","SGV","SAVS","Sierra Grande Airport","-41.59170151","-65.33940125"
"AR","Corrientes","UZU","SATU","Curuzu Cuatia Airport","-29.7706","-57.9789"
"AR","Salta","SLA","SASA","Martin Miguel de Guemes International Airport","-24.8560009","-65.48619843"
"AR","Rio Negro","MQD","SAVQ","Maquinchao Airport","-41.24309921","-68.70780182"
"AR","Rio Negro","OES","SAVN","Antoine de Saint Exupery Airport","-40.7512","-65.0343"
"AR","Neuquen","CPC","SAZY","Aviador Carlos Campos Airport","-40.075401","-71.137299"
"AR","Salta","TTG","SAST","Tartagal Airport","-22.6196003","-63.79370117"
"AR","Buenos Aires","CSZ","SAZC","Brigadier Hector Eduardo Ruiz Airport","-37.446098","-61.889301"
"AR","Catamarca","CTC","SANC","Coronel Felipe Varela International Airport","-28.59560013","-65.75170136"
"AR","Chubut","OLN","SAVM","Lago Musters Airport","-45.582371","-68.999841"
"AR","Buenos Aires","CPG","","Carmen de Patagones Airport","-40.7781","-62.9803"
"AR","Buenos Aires","SST","SAZL","Santa Teresita Airport","-36.5423","-56.7218"
"AR","Rio Negro","BRC","SAZS","San Carlos de Bariloche Airport","-41.151199","-71.157501"
"AR","Salta","ORA","SASO","Oran Air","-23.15279961","-64.32920074"
"AR","San Juan","UAQ","SANU","Domingo Faustino Sarmiento Airport","-31.571501","-68.418198"
"AR","Chubut","ARR","SAVR","Alto Rio Senguer Airport","-45.013599","-70.812202"
"AR","Buenos Aires","OVR","SAZF","Olavarria Airport","-36.88999939","-60.21659851"
"AR","Corrientes","OYA","SATG","Goya Airport","-29.1058","-59.2189"
"AR","Buenos Aires","OYO","SAZH","Tres Arroyos Airport","-38.3869","-60.3297"
"AR","San Luis","LUQ","SAOU","Brigadier Mayor Cesar Raul Ojeda Airport","-33.27320099","-66.35639954"
"AR","Tucuman","TUC","SANT","Teniente General Benjamin Matienzo International Airport","-26.8409","-65.104897"
"AR","Formosa","CLX","SATC","Clorinda Airport","-25.3036","-57.7344"
"AR","Chubut","EMX","SAVD","El Maiten Airport","-42.02920151","-71.17250061"
"AR","Buenos Aires","PEH","SAZP","Comodoro Pedro Zanni Airport","-35.8446","-61.8576"
"AR","Santa Cruz","PMQ","SAWP","Perito Moreno Airport","-46.537899","-70.978699"
"AR","Chubut","PMY","SAVY","El Tehuelche Airport","-42.7592","-65.1027"
"AR","Santa Cruz","ULA","SAWJ","Capitan Jose Daniel Vazquez Airport","-49.3068","-67.8026"
"AR","Jujuy","JUJ","SASJ","Gobernador Horacio Guzman International Airport","-24.392799","-65.097801"
"AR","Rio Negro","GNR","SAHR","Dr. Arturo Umberto Illia Airport","-39.0007019","-67.62049866"
"AR","Buenos Aires","VLG","SAZV","Villa Gesell Airport","-37.2354","-57.0292"
"AR","Chubut","JSM","SAWS","Jose de San Martin Airport","-44.04859924","-70.45890045"
"AR","Entre Rios","PRA","SAAP","General Justo Jose de Urquiza Airport","-31.7948","-60.4804"
"AR","Buenos Aires","JNI","SAAJ","Junin Airport","-34.5459","-60.9306"
"AR","Entre Rios","GHU","SAAG","Gualeguaychu Airport","-33.0103","-58.6131"
"AR","Tierra del Fuego","USH","SAWH","Ushuaia - Malvinas Argentinas International Airport","-54.8433","-68.2958"
"AR","Chaco","PRQ","SARS","Presidencia Roque Saenz Pena Airport","-26.753611","-60.492222"
"AR","Santa Cruz","GGS","SAWR","Gobernador Gregores Airport","-48.7831","-70.150002"
"AR","Chubut","CRD","SAVC","General Enrique Mosconi International Airport","-45.7853","-67.4655"
"AR","Rio Negro","EHL","SAVB","El Bolson Airport","-41.94319916","-71.53230286"
"AR","Misiones","PSS","SARP","Libertador General Jose de San Martin Airport","-27.3858","-55.9707"
"AR","Buenos Aires","TDL","SAZT","Tandil Airport","-37.23740005","-59.22790146"
"AR","Santa Cruz","PUD","SAWD","Puerto Deseado Airport","-47.7353","-65.9041"
"AR","Santa Fe","RAF","SAFR","Rafaela Airport","-31.2825","-61.5017"
"AR","Santa Cruz","FTE","SAWA","Comandante Armando Tola International Airport","-50.2803","-72.053101"
"AR","Formosa","FMA","SARF","Formosa International Airport (El Pucu Airport)","-26.2127","-58.2281"
"AR","San Luis","VME","SAOR","Villa Reynolds Airport","-33.72990036","-65.38739777"
"AR","La Rioja","IRJ","SANL","Capitan Vicente Almandos Almonacid Airport","-29.38159943","-66.79579926"
"AR","Buenos Aires","VGS","","General Villegas Airport","-35","-63"
"AR","Buenos Aires","LPG","SADL","La Plata Airport","-34.9722","-57.8947"
"AR","Neuquen","CUT","SAZW","Cutral Co Airport","-38.93970108","-69.26460266"
"AR","Santa Fe","CRR","SANW","Ceres Airport","-29.872292","-61.927925"
"AR","Rio Negro","LMD","","Los Menucos Airport","-40.817699","-68.074699"
"AR","Santa Fe","RCQ","SATR","Reconquista Airport","-29.2103","-59.68"
"AR","Formosa","LLS","SATK","Alferez Armando Rodriguez Airport","-24.72139931","-60.54880142"
"AR","Cordoba","RCU","SAOC","Las Higueras Airport","-33.08509827","-64.26129913"
"AR","Santa Fe","NCJ","SAFS","Sunchales Airport","-30.9575","-61.5283"
"AR","Buenos Aires","MJR","","Miramar Airport","-38.2271","-57.8697"
"AR","Neuquen","RDS","SAHS","Rincon de los Sauces Airport","-37.3905983","-68.90419769"
"AR","Chubut","REL","SAVT","Almirante Marcos A. Zar Airport","-43.2105","-65.2703"
"AR","Cordoba","VDR","SAOD","Villa Dolores Airport","-31.94519997","-65.14630127"
"AR","Corrientes","MCS","SARM","Monte Caseros Airport","-30.2719","-57.6402"
"AR","Buenos Aires","EZE","SAEZ","Ministro Pistarini International Airport","-34.8222","-58.5358"
"AR","Santa Cruz","LHS","SAVH","Las Heras Airport","-46.53829956","-68.96530151"
"AR","Mendoza","LGS","SAMM","Comodoro D. Ricardo Salomon Airport","-35.49359894","-69.57430267"
"AR","Buenos Aires","BHI","SAZB","Comandante Espora Airport","-38.725","-62.1693"
"AR","Buenos Aires","MDQ","SAZM","Astor Piazzolla International Airport","-37.9342","-57.5733"
"AR","Neuquen","LCP","","Loncopue Airport","-38.081902","-70.643898"
"AR","Buenos Aires","BUE","","metropolitan area5","-34.603684","-58.381559"
"AR","Cordoba","LCM","SACC","La Cumbre Airport","-31.00580025","-64.5318985"
"AR","Chaco","RES","SARE","Resistencia International Airport","-27.45","-59.0561"
"AR","Neuquen","NQN","SAZN","Presidente Peron International Air","-38.949001","-68.155701"
"AR","Corrientes","MDX","SATM","Mercedes Airport","-29.22139931","-58.08779907"
"AR","Neuquen","CVH","","Caviahue Airport","-37.851398","-71.009201"
"AR","Santa Cruz","CVI","","Caleta Olivia Airport","-46.43180084","-67.51860046"
"AR","Rio Negro","VDM","SAVV","Gobernador Edgardo Castello Airport","-40.8692","-63.0004"
"AR","Tierra del Fuego","RGA","SAWE","Hermes Quijada International Airport","-53.7777","-67.7494"
"AR","Santa Cruz","RGL","SAWG","Piloto Civil Norberto Fernandez International Airport","-51.6089","-69.3126"
"AR","Chubut","EQS","SAVE","Esquel Airport","-42.90800095","-71.13950348"
"AR","Mendoza","MDZ","SAME","Gov. Francisco Gabrielli International Airport (El Plumerillo)","-32.83169937","-68.79290009"
"AR","Santiago del Estero","RHD","SANR","Termas de Rio Hondo Airport","-27.4966","-64.93595"
"AR","Corrientes","AOL","SARL","Paso de los Libres Airport","-29.6894","-57.1521"
"AR","Misiones","IGR","SARI","Cataratas del Iguazu International Airport","-25.737301","-54.4734"
"AR","Chaco","CNT","","Charata Airport","-27.2164","-61.2103"
"AR","Rio Negro","CCT","","Colonia Catriel Airport","-37.91019821","-67.83499908"
"AR","Rio Negro","VCF","","Valcheta Airport","-40.70000076","-66.15000153"
"AR","Rio Negro","IGB","SAVJ","Ingeniero Jacobacci Airport (Capitan FAA H. R. Borden Airport)","-41.32089996","-69.57489777"
"AR","Buenos Aires","NEC","SAZO","Necochea Airport","-38.4831","-58.8172"
"AS","Eastern District","PPG","NSTU","Pago Pago International Airport","-14.33100033","-170.7100067"
"AS","Eastern District","TAV","","Tau Airport","-14.22920036","-169.5110016"
"AS","Eastern District","OFU","NSAS","Ofu Airport","-14.1844","-169.669998"
"AT","Oberosterreich","LNZ","LOWL","Linz Airport (Blue Danube Airport)","48.2332","14.1875"
"AT","Salzburg","SZG","LOWS","Salzburg Airport","47.79330063","13.00430012"
"AT","Karnten","KLU","LOWK","Klagenfurt Airport","46.642502","14.3377"
"AT","Steiermark","GRZ","LOWG","Graz Airport","46.99110031","15.43959999"
"AT","Tirol","INN","LOWI","Innsbruck Airport (Kranebitten Airport)","47.260201","11.344"
"AT","Niederosterreich","VIE","LOWW","Vienna International Airport","48.11029816","16.56970024"
"AT","Vorarlberg","HOH","LOIH","Hohenems-Dornbirn Airport","47.384998","9.7"
"AU","Queensland","PHQ","YTMO","The Monument Airport","-21.81110001","139.923996"
"AU","Western Australia","CBC","","Cherrabun Airport","-18.91777778","125.5377778"
"AU","Northern Territory","MSF","YMNS","Mount Swan Airport","-22.624696","135.034512"
"AU","Queensland","AAB","YARY","Arrabury Airport","-26.693023","141.047771"
"AU","Queensland","XTO","YTAM","Taroom Airport","-25.80170059","149.8999939"
"AU","Western Australia","MXU","YMWA","Mullewa Airport","-28.47500038","115.5169983"
"AU","South Australia","CED","YCDU","Ceduna Airport","-32.13059998","133.7100067"
"AU","Queensland","RSB","","Roseberth Airport","-25.83329964","139.6499939"
"AU","Queensland","HVB","YHBA","Hervey Bay Airport","-25.31889915","152.8800049"
"AU","Northern Territory","RRV","","Robinson River Airport","-16.71829987","136.9450073"
"AU","South Australia","RRE","","Marree Airport","-29.66329956","138.0650024"
"AU","Western Australia","DCN","YCIN","RAAF Base Curtin","-17.58139992","123.8280029"
"AU","Northern Territory","RPV","","Roper Valley Airport","-14.9215","134.05"
"AU","Queensland","XTG","YTGM","Thargomindah Airport","-27.9864006","143.8110046"
"AU","South Australia","HWK","YHAW","Wilpena Pound Airport","-31.85590744","138.4680786"
"AU","Queensland","MXD","YMWX","Marion Downs Airport","-23.363702","139.649663"
"AU","Northern Territory","RPM","YNGU","Ngukurr Airport","-14.72280025","134.746994"
"AU","New South Wales","HXX","YHAY","Hay Airport","-34.53139877","144.8300018"
"AU","Queensland","DDN","YDLT","Delta Downs Airport","-16.99169922","141.3170013"
"AU","New South Wales","CES","YCNK","Cessnock Airport","-32.787498","151.341995"
"AU","Northern Territory","RPB","YRRB","Roper Bar Airport","-14.734814","134.525485"
"AU","Queensland","ROK","YBRK","Rockhampton Airport","-23.38190079","150.4750061"
"AU","Queensland","ROH","YROB","Robinhood Airport","-18.84499931","143.7100067"
"AU","Queensland","MWY","YMIR","Miranda Downs Airport","-17.328899","141.886002"
"AU","Queensland","LRE","YLRE","Longreach Airport","-23.43420029","144.2799988"
"AU","South Australia","RMK","YREN","Renmark Airport","-34.19639969","140.673996"
"AU","Queensland","RMA","YROM","Roma Airport","-26.54500008","148.7749939"
"AU","South Australia","MWT","YMWT","Moolawatana Airport","-29.9069","139.765"
"AU","Queensland","RLP","","Rosella Plains Airport","-18.4253","144.4587"
"AU","Queensland","ABG","YABI","Abingdon Airport","-17.61669922","143.1670074"
"AU","Queensland","ABH","YAPH","Alpha Airport","-23.646099","146.584"
"AU","New South Wales","XRH","YSRI","RAAF Base Richmond","-33.600601","150.781006"
"AU","Queensland","RKY","","Rokeby Airport","-13.6434","142.641"
"AU","South Australia","IDK","YIDK","Indulkana Airport","-26.9666996","133.3249969"
"AU","Western Australia","MWB","YMRW","Morawa Airport","-29.20170021","116.0220032"
"AU","Queensland","ABM","YNPE","Northern Peninsula Airport","-10.9508","142.459"
"AU","Queensland","IFF","YIFY","Iffley Airport","-18.89999962","141.2169952"
"AU","Queensland","IFL","YIFL","Innisfail Airport","-17.55940056","146.0119934"
"AU","Queensland","IGH","YIGM","Ingham Airport","-18.66060066","146.1519928"
"AU","New South Wales","BHQ","YBHI","Broken Hill Airport","-32.00139999","141.4720001"
"AU","Western Australia","ZNE","YNWN","Newman Airport","-23.4178009","119.8030014"
"AU","New South Wales","BHS","YBTH","Bathurst Airport","-33.40940094","149.6519928"
"AU","Queensland","BHT","","Brighton Downs Airport","-23.36388889","141.5627778"
"AU","South Australia","CFH","","Clifton Hills Airport","-27.0182991","138.8919983"
"AU","Northern Territory","CFI","YCFD","Camfield Airport","-17.02169991","131.3269958"
"AU","New South Wales","ABX","YMAY","Albury Airport","-36.06779861","146.9579926"
"AU","Queensland","MVU","YMGV","Musgrave Airport","-14.7757","143.5047"
"AU","Western Australia","RHL","YRYH","Roy Hill Station Airport","-22.62581589","119.9590302"
"AU","Queensland","IKP","YIKM","Inkerman Airport","-16.27499962","141.4420013"
"AU","Queensland","INJ","YINJ","Injune Airport","-25.851","148.5497"
"AU","Queensland","CFP","","Carpentaria Downs Airport","-18.7166996","144.3170013"
"AU","South Australia","RCN","","American River Airport","-35.7574","137.7759"
"AU","Queensland","DFP","","Drumduff Airport","-16.0529995","143.0119934"
"AU","New South Wales","CFS","YCFS","Coffs Harbour Airport","-30.32060051","153.1159973"
"AU","Queensland","RCM","YRMD","Richmond Airport","-20.70190048","143.1150055"
"AU","South Australia","INM","YINN","Innamincka Airport","-27.70000076","140.7330017"
"AU","Western Australia","RBU","YROE","Roebourne Airport","-20.76169968","117.1569977"
"AU","Western Australia","DGD","YDGA","Dalgaranga Airport","-27.83027778","117.3163889"
"AU","New South Wales","DGE","YMDG","Mudgee Airport","-32.5625","149.6109924"
"AU","Victoria","RBS","YORB","Orbost Airport","-37.79000092","148.6100006"
"AU","Victoria","RBC","YROI","Robinvale Airport","-34.65000153","142.7830048"
"AU","South Australia","MVK","YMUK","Mulka Airport","-28.3477993","138.6499939"
"AU","New South Wales","MVH","","Macksville Airport","-30.7","152.917"
"AU","Queensland","IRG","YLHR","Lockhart River Airport","-12.7869","143.304993"
"AU","Queensland","XMY","YYMI","Yam Island Airport","-9.901109695","142.776001"
"AU","Queensland","BIP","","Bulimba Airport","-16.88080025","143.4790039"
"AU","Northern Territory","RAM","YRNG","Ramingining Airport","-12.35639954","134.897995"
"AU","Queensland","ISA","YBMA","Mount Isa Airport","-20.66390038","139.4889984"
"AU","Queensland","ISI","YISF","Isisford Airport","-24.25830078","144.4250031"
"AU","South Australia","XML","YMIN","Minlaton Airport","-34.75","137.5330048"
"AU","New South Wales","IVR","YIVL","Inverell Airport","-29.88829994","151.1439972"
"AU","Western Australia","YNN","","Yandicoogina Airport","59.4875","-97.780278"
"AU","Western Australia","BIW","","Billiluna Airport","-19.56669998","127.6669998"
"AU","Victoria","XMC","YMCO","Mallacoota Airport","-37.59830093","149.7200012"
"AU","Northern Territory","IVW","YINW","Inverway Airport","-17.84110069","129.6430054"
"AU","Tasmania","LST","YMLT","Launceston Airport","-41.54529953","147.2140045"
"AU","South Australia","PXH","YPMH","Prominent Hill Airport","-29.716","135.5244"
"AU","Queensland","DHD","YDRH","Durham Downs Airport","-27.07500076","141.8999939"
"AU","South Australia","ADL","YPAD","Adelaide Airport","-34.945","138.531006"
"AU","Northern Territory","JAB","YJAB","Jabiru Airport","-12.6583004","132.8930054"
"AU","Western Australia","JAD","YPJT","Jandakot Airport","-32.09749985","115.8809967"
"AU","South Australia","ADO","YAMK","Andamooka Airport","-30.438299","137.136993"
"AU","New South Wales","LSY","YLIS","Lismore Airport","-28.83029938","153.2599945"
"AU","Western Australia","CGV","YCAG","Caiguna Airport","-32.26499939","125.4929962"
"AU","Queensland","JCK","YJLC","Julia Creek Airport","-20.66830063","141.7230072"
"AU","Tasmania","LTB","","Latrobe Airport","-41.23518803","146.3961697"
"AU","Western Australia","MUQ","YMUC","Muccan Station Airport","-20.65889931","120.0670013"
"AU","Queensland","ZGL","YSGW","South Galway Airport","-25.68330002","142.1080017"
"AU","Northern Territory","MUP","YMUP","Mulga Park Airport","-25.86000061","131.6499939"
"AU","South Australia","PUG","YPAG","Port Augusta Airport","-32.50690079","137.7169952"
"AU","Victoria","PTJ","YPOD","Portland Airport","-38.31809998","141.470993"
"AU","Western Australia","PRD","YPDO","Pardoo Airport","-20.11750031","119.5899963"
"AU","New South Wales","PQQ","YPMQ","Port Macquarie Airport","-31.43580055","152.8630066"
"AU","Queensland","PPP","YBPN","Whitsunday Coast Airport","-20.49500084","148.552002"
"AU","South Australia","PPI","YPIR","Port Pirie Airport","-33.23889923","137.9949951"
"AU","Queensland","JUN","YJDA","Jundah Airport","-24.8416996","143.0579987"
"AU","Western Australia","JUR","YJNB","Jurien Bay Airport","-30.301629","115.055914"
"AU","Western Australia","KAX","YKBR","Kalbarri Airport","-27.692813","114.259169"
"AU","Northern Territory","KBB","","Kirkimbie Airport","-17.7791996","129.2100067"
"AU","Western Australia","KBD","","Kimberley Downs Airport","-17.39780045","124.3550034"
"AU","Queensland","LTP","YLHS","Lyndhurst Airport","-19.19580078","144.3710022"
"AU","Northern Territory","KBJ","YKCA","Kings Canyon Airport","-24.26000023","131.4900055"
"AU","Queensland","PMK","YPAM","Palm Island Airport","-18.75530052","146.5809937"
"AU","South Australia","KBY","YKBY","Streaky Bay Airport","-32.83580017","134.2929993"
"AU","Queensland","KCE","YCSV","Collinsville Airport","-20.59670067","147.8600006"
"AU","South Australia","PLO","YPLC","Port Lincoln Airport","-34.6053009","135.8800049"
"AU","Northern Territory","KCS","YKCS","Kings Creek Station Airport","-24.42329979","131.8350067"
"AU","Northern Territory","PKT","YKPT","Port Keats Airfield","-14.25","129.529007"
"AU","Queensland","LTV","YLOV","Lotus Vale Station Airport","-17.04829979","141.3760071"
"AU","Western Australia","KDB","YKBL","Kambalda Airport","-31.1907","121.5978"
"AU","Queensland","KDS","","Kamaran Downs Airport","-24.3388","139.2785"
"AU","New South Wales","PKE","YPKS","Parkes Airport","-33.13140106","148.2389984"
"AU","Western Australia","PHE","YPPD","Port Hedland International Airport","-20.37779999","118.6259995"
"AU","Queensland","MFL","","Mount Full Stop Airport","-19.67","144.8852"
"AU","Queensland","ZBO","YBWN","Bowen Airport","-20.0182991","148.2149963"
